日期,浏览量,浏览量环比,访客数,访客数环比,人均浏览量,人均浏览量环比,平均停留时间,平均停留时间环比,跳失率,跳失率环比,成交客户数,成交客户数环比,成交单量,成交单量环比,成交金额,成交金额环比,客单价,客单价环比,成交商品件数,成交商品件数环比,成交转化率,成交转化率环比,下单客户数,下单客户数环比,下单单量,下单单量环比,下单金额,下单金额环比,下单商品件数,下单商品件数环比,下单转化率,下单转化率环比,下单成交转化率,下单成交转化率环比
2016-06-18,456416,-,164409,-,2.78,-,144.78,-,57.55%,-,22833,-,23843,-,2493758.1,-,109.22,-,100217,-,13.89%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-06-19,212739,-,79844,-,2.66,-,128.19,-,59.73%,-,9838,-,10198,-,757235.46,-,76.97,-,42483,-,12.32%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-06-20,150521,-,55249,-,2.72,-,145.16,-,57.49%,-,7920,-,8175,-,632039.16,-,79.8,-,35707,-,14.34%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-06-21,135893,-,60074,-,2.26,-,115.94,-,63.74%,-,5288,-,5494,-,424335.28,-,80.24,-,22786,-,8.80%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-06-22,485013,-,114709,-,4.23,-,119.24,-,51.69%,-,8280,-,8591,-,773512.22,-,93.42,-,35156,-,7.22%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-06-23,173838,-,79717,-,2.18,-,121.5,-,62.71%,-,6560,-,6831,-,475183.5,-,72.44,-,26922,-,8.23%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-06-24,116238,-,48180,-,2.41,-,113.47,-,61.28%,-,7167,-,7431,-,393744.9,-,54.94,-,23489,-,14.88%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-06-25,124468,-,61831,-,2.01,-,118.45,-,64.99%,-,5009,-,5156,-,355372.28,-,70.95,-,20320,-,8.10%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-06-26,117350,-,58302,-,2.01,-,115.0,-,65.12%,-,4674,-,4824,-,339884.7,-,72.72,-,19119,-,8.02%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-06-27,95445,-,39653,-,2.41,-,121.89,-,61.65%,-,4187,-,4348,-,427287.0,-,102.05,-,18082,-,10.56%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-06-28,98179,-,45165,-,2.17,-,118.48,-,64.76%,-,3837,-,3960,-,482885.4,-,125.85,-,18133,-,8.50%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-06-29,95019,-,42443,-,2.24,-,113.07,-,64.45%,-,3830,-,3938,-,321005.9,-,83.81,-,17712,-,9.02%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-06-30,85927,-,35982,-,2.39,-,112.52,-,61.40%,-,4122,-,4242,-,339232.0,-,82.3,-,18911,-,11.46%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-01,231256,-,61437,-,3.76,-,110.02,-,53.85%,-,2749,-,2819,-,271064.9,-,98.6,-,10432,-,4.47%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-02,180378,-,44937,-,4.01,-,112.26,-,54.42%,-,2619,-,2703,-,228359.5,-,87.19,-,8906,-,5.83%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-03,202697,-,48645,-,4.17,-,112.82,-,52.09%,-,3303,-,3422,-,235345.8,-,71.25,-,9626,-,6.79%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-04,188768,-,44374,-,4.25,-,115.53,-,52.49%,-,2897,-,2992,-,272450.0,-,94.05,-,10063,-,6.53%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-05,203239,-,50192,-,4.05,-,110.1,-,50.75%,-,3303,-,3424,-,291374.6,-,88.22,-,11551,-,6.58%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-06,187416,-,42899,-,4.37,-,117.28,-,46.93%,-,2533,-,2629,-,204884.7,-,80.89,-,8452,-,5.90%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-07,204189,-,49664,-,4.11,-,107.26,-,49.54%,-,3457,-,3548,-,325280.9,-,94.09,-,12235,-,6.96%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-08,217080,-,57248,-,3.79,-,100.15,-,54.96%,-,3375,-,3473,-,240245.9,-,71.18,-,10435,-,5.90%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-09,179128,-,50837,-,3.52,-,98.94,-,57.19%,-,3997,-,4146,-,298905.6,-,74.78,-,10943,-,7.86%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-10,269554,-,78203,-,3.45,-,106.43,-,56.18%,-,4357,-,4532,-,458279.92,-,105.18,-,16040,-,5.57%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-11,251798,-,62722,-,4.01,-,126.01,-,50.95%,-,3851,-,4028,-,446472.62,-,115.94,-,14884,-,6.14%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-12,256330,-,68103,-,3.76,-,111.09,-,51.66%,-,3878,-,4021,-,363146.7,-,93.64,-,13468,-,5.69%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-13,204940,-,55423,-,3.7,-,104.82,-,54.45%,-,4077,-,4216,-,284660.94,-,69.82,-,11736,-,7.36%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-14,154833,-,38007,-,4.07,-,114.55,-,49.91%,-,2908,-,3001,-,209345.64,-,71.99,-,8554,-,7.65%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-15,163200,-,38993,-,4.19,-,125.04,-,49.09%,-,3161,-,3262,-,338441.6,-,107.07,-,9856,-,8.11%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-16,136080,-,33329,-,4.08,-,129.61,-,49.41%,-,2256,-,2343,-,267579.44,-,118.61,-,7144,-,6.77%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-17,150343,-,38255,-,3.93,-,122.36,-,51.50%,-,2433,-,2518,-,254782.46,-,104.72,-,7272,-,6.36%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-18,300200,-,76762,-,3.91,-,131.52,-,49.11%,-,4465,-,4657,-,430819.32,-,96.49,-,15029,-,5.82%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-19,233657,-,58290,-,4.01,-,129.41,-,49.28%,-,3669,-,3811,-,366155.5,-,99.8,-,13382,-,6.29%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-20,169181,-,40098,-,4.22,-,124.43,-,50.18%,-,2838,-,2972,-,210956.96,-,74.33,-,8529,-,7.08%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-21,162636,-,40259,-,4.04,-,121.18,-,51.10%,-,2933,-,3073,-,209827.28,-,71.54,-,8161,-,7.29%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-22,181360,-,46553,-,3.9,-,122.7,-,50.17%,-,3416,-,3561,-,337065.4,-,98.67,-,11254,-,7.34%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-23,182727,-,46085,-,3.96,-,119.49,-,50.90%,-,3132,-,3265,-,422917.3,-,135.03,-,9935,-,6.80%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-24,185785,-,44096,-,4.21,-,125.84,-,50.40%,-,3490,-,3651,-,500360.3,-,143.37,-,10771,-,7.91%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-25,303067,-,74060,-,4.09,-,128.95,-,49.94%,-,4227,-,4393,-,581489.5,-,137.57,-,17023,-,5.71%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-26,285237,-,68443,-,4.17,-,133.46,-,49.61%,-,4080,-,4270,-,399988.9,-,98.04,-,14364,-,5.96%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-27,254914,-,67000,-,3.8,-,103.97,-,55.65%,-,4428,-,4619,-,364542.2,-,82.33,-,13266,-,6.61%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-28,263022,-,66389,-,3.96,-,108.21,-,53.27%,-,5502,-,5714,-,385037.4,-,69.98,-,16207,-,8.29%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-29,236501,-,52140,-,4.54,-,136.15,-,48.51%,-,3894,-,4141,-,587347.1,-,150.83,-,14507,-,7.47%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-30,288866,-,68751,-,4.2,-,136.63,-,51.85%,-,4478,-,4793,-,872985.6,-,194.95,-,17715,-,6.51%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-08-31,436567,-,105748,-,4.13,-,129.11,-,51.21%,-,6720,-,7114,-,803110.1,-,119.51,-,25067,-,6.35%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-01,327064,-,81006,-,4.04,-,122.1,-,42.39%,-,4687,-,4999,-,578525.5,-,123.43,-,15966,-,5.79%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-02,287604,-,67856,-,4.24,-,128.21,-,49.17%,-,4878,-,5267,-,605623.6,-,124.15,-,16578,-,7.19%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-03,364079,-,83976,-,4.34,-,127.72,-,51.03%,-,5321,-,5650,-,528482.92,-,99.32,-,15994,-,6.34%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-04,310728,-,64872,-,4.79,-,141.03,-,46.97%,-,4855,-,5063,-,451225.6,-,92.94,-,13993,-,7.48%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-05,313166,-,68633,-,4.56,-,141.73,-,47.58%,-,5136,-,5443,-,668125.3,-,130.09,-,16944,-,7.48%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-06,509333,-,115040,-,4.43,-,141.62,-,49.27%,-,7687,-,8186,-,1701366.1,-,221.33,-,31333,-,6.68%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-07,459335,-,91766,-,5.01,-,150.37,-,44.95%,-,6874,-,7362,-,970448.0,-,141.18,-,24390,-,7.49%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-08,420021,-,87695,-,4.79,-,138.72,-,46.36%,-,6126,-,6600,-,863158.15,-,140.9,-,22166,-,6.99%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-09,626323,-,135585,-,4.62,-,142.6,-,47.65%,-,8797,-,9265,-,1263765.6,-,143.66,-,32438,-,6.49%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-10,410988,-,84510,-,4.86,-,148.86,-,46.05%,-,6694,-,7047,-,716944.5,-,107.1,-,23676,-,7.92%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-11,440666,-,87677,-,5.03,-,152.41,-,44.60%,-,6911,-,7338,-,696524.3,-,100.78,-,23288,-,7.88%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-12,497923,-,100924,-,4.93,-,153.67,-,45.28%,-,7852,-,8319,-,909612.0,-,115.84,-,28323,-,7.78%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-13,491233,-,108523,-,4.53,-,140.47,-,48.04%,-,7600,-,8067,-,777022.2,-,102.24,-,27681,-,7.00%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-14,338100,-,70468,-,4.8,-,140.92,-,47.02%,-,4986,-,5203,-,413602.7,-,82.95,-,17757,-,7.08%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-15,342831,-,75012,-,4.57,-,133.11,-,46.70%,-,5244,-,5493,-,436424.8,-,83.22,-,18105,-,6.99%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-16,244843,-,54738,-,4.47,-,123.07,-,48.00%,-,3903,-,4098,-,311303.2,-,79.76,-,12382,-,7.13%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-17,336486,-,83748,-,4.02,-,116.99,-,52.11%,-,4940,-,5143,-,379048.3,-,76.73,-,15454,-,5.90%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-18,375238,-,88523,-,4.24,-,126.55,-,47.73%,-,5905,-,6150,-,640694.8,-,108.5,-,24401,-,6.67%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-19,298731,-,69290,-,4.31,-,130.34,-,47.43%,-,5602,-,5831,-,433460.2,-,77.38,-,18606,-,8.08%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-20,283612,-,62989,-,4.5,-,129.09,-,44.65%,-,4093,-,4318,-,356581.0,-,87.12,-,14530,-,6.50%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-21,247954,-,55612,-,4.46,-,124.07,-,48.48%,-,4094,-,4264,-,353978.6,-,86.46,-,13889,-,7.36%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-22,220120,-,49014,-,4.49,-,124.22,-,49.10%,-,3447,-,3590,-,319504.5,-,92.69,-,12057,-,7.03%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-23,203247,-,44275,-,4.59,-,124.35,-,48.39%,-,3074,-,3170,-,259177.6,-,84.31,-,10635,-,6.94%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-24,196694,-,45056,-,4.37,-,114.87,-,47.52%,-,2959,-,3073,-,247348.8,-,83.59,-,9839,-,6.57%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-25,194691,-,45866,-,4.24,-,115.15,-,49.13%,-,3052,-,3179,-,261492.95,-,85.68,-,10060,-,6.65%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-26,253932,-,62557,-,4.06,-,107.74,-,52.37%,-,4308,-,4518,-,414574.2,-,96.23,-,14039,-,6.89%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-27,267310,-,60978,-,4.38,-,125.32,-,50.51%,-,4623,-,4798,-,480363.75,-,103.91,-,15617,-,7.58%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-28,375217,-,91920,-,4.08,-,121.31,-,52.11%,-,5452,-,5647,-,666660.0,-,122.28,-,19675,-,5.93%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-29,382670,-,89012,-,4.3,-,127.08,-,48.82%,-,5582,-,5805,-,683079.15,-,122.37,-,22091,-,6.27%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-09-30,226095,-,52394,-,4.32,-,116.82,-,49.66%,-,3894,-,4037,-,314785.3,-,80.84,-,13313,-,7.43%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-01,239962,-,55110,-,4.35,-,122.91,-,49.39%,-,3738,-,3901,-,306960.75,-,82.12,-,11874,-,6.78%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-02,194415,-,45336,-,4.29,-,117.73,-,50.32%,-,3090,-,3224,-,246456.05,-,79.76,-,9676,-,6.82%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-03,175453,-,43951,-,3.99,-,109.96,-,52.41%,-,2907,-,3042,-,219027.2,-,75.34,-,8382,-,6.61%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-04,216208,-,59781,-,3.62,-,105.0,-,56.64%,-,3474,-,3589,-,244536.4,-,70.39,-,9708,-,5.81%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-05,176976,-,45040,-,3.93,-,108.44,-,52.99%,-,3034,-,3144,-,229666.7,-,75.7,-,9006,-,6.74%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-06,341866,-,92981,-,3.68,-,111.97,-,55.99%,-,4588,-,4763,-,357080.2,-,77.83,-,15072,-,4.93%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-07,384351,-,96073,-,4.0,-,123.95,-,45.78%,-,5158,-,5318,-,399163.25,-,77.39,-,17360,-,5.37%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-08,246664,-,60113,-,4.1,-,116.91,-,45.69%,-,4233,-,4385,-,427525.9,-,101.0,-,15280,-,7.04%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-09,231785,-,61440,-,3.77,-,106.47,-,50.81%,-,4061,-,4201,-,372625.9,-,91.76,-,15249,-,6.61%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-10,211407,-,49865,-,4.24,-,115.09,-,50.03%,-,3563,-,3682,-,351826.65,-,98.74,-,12593,-,7.15%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-11,227871,-,53257,-,4.28,-,115.8,-,47.10%,-,3974,-,4100,-,315528.0,-,79.4,-,12853,-,7.46%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-12,279271,-,70698,-,3.95,-,113.01,-,51.53%,-,5038,-,5249,-,364381.4,-,72.33,-,15454,-,7.13%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-13,228518,-,53863,-,4.24,-,121.72,-,48.79%,-,3857,-,4013,-,322912.0,-,83.72,-,12708,-,7.16%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-14,204876,-,49930,-,4.1,-,113.65,-,49.57%,-,3533,-,3660,-,308632.5,-,87.36,-,11381,-,7.08%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-15,236161,-,57298,-,4.12,-,113.26,-,50.43%,-,4034,-,4237,-,309514.1,-,76.73,-,12108,-,7.04%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-16,278971,-,71642,-,3.89,-,110.83,-,51.21%,-,4728,-,4976,-,513615.6,-,108.63,-,16878,-,6.60%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-17,299956,-,78652,-,3.81,-,120.52,-,53.00%,-,4672,-,4907,-,425482.0,-,91.07,-,15263,-,5.94%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-18,311450,-,83431,-,3.73,-,109.58,-,54.77%,-,4750,-,4960,-,569917.5,-,119.98,-,19046,-,5.69%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-19,283825,-,79777,-,3.56,-,99.44,-,54.65%,-,5131,-,5353,-,492465.8,-,95.98,-,16509,-,6.43%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-20,258329,-,62349,-,4.14,-,113.09,-,49.02%,-,4669,-,4858,-,459283.7,-,98.37,-,16057,-,7.49%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-21,279952,-,68670,-,4.08,-,112.73,-,46.16%,-,4511,-,4711,-,384543.3,-,85.25,-,14112,-,6.57%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
2016-10-22,242158,-,56075,-,4.32,-,116.64,-,46.35%,-,3868,-,4049,-,363153.0,-,93.89,-,13150,-,6.90%,-,0,-,0,-,0.0,-,0,-,0.00%,-,0.00%,-
