日期,浏览量,浏览量环比,访客数,访客数环比,人均浏览量,人均浏览量环比,平均停留时间,平均停留时间环比,跳失率,跳失率环比,成交客户数,成交客户数环比,成交单量,成交单量环比,成交金额,成交金额环比,客单价,客单价环比,成交商品件数,成交商品件数环比,成交转化率,成交转化率环比,下单客户数,下单客户数环比,下单单量,下单单量环比,下单金额,下单金额环比,下单商品件数,下单商品件数环比,下单转化率,下单转化率环比,下单成交转化率,下单成交转化率环比
2019-04-19,525145,-,112474,-,4.67,-,63.21,-,43.34%,-,10277,-,11582,-,783475.17,-,76.24,-,54532,-,9.14%,-,12552,-,15149,-,2146598.92,-,73555,-,11.16%,-,81.06%,-
2019-04-20,352845,-,69182,-,5.1,-,71.56,-,44.43%,-,8117,-,9087,-,630204.63,-,77.64,-,44925,-,11.73%,-,9203,-,10961,-,1173617.87,-,54335,-,13.30%,-,87.42%,-
2019-04-21,319401,-,58150,-,5.49,-,75.83,-,43.73%,-,7863,-,8922,-,684584.43,-,87.06,-,47232,-,13.52%,-,8887,-,10728,-,1235314.27,-,56582,-,15.28%,-,87.79%,-
2019-04-22,415157,-,75601,-,5.49,-,76.88,-,42.65%,-,11167,-,12741,-,933460.13,-,83.59,-,71870,-,14.77%,-,13138,-,15886,-,2792597.07,-,102815,-,17.38%,-,84.58%,-
2019-04-23,427821,-,72782,-,5.88,-,82.86,-,40.88%,-,11710,-,13125,-,1190113.61,-,101.63,-,78937,-,16.09%,-,13761,-,16521,-,2654760.59,-,100260,-,18.91%,-,84.64%,-
2019-04-24,352320,-,61500,-,5.73,-,82.54,-,42.55%,-,8721,-,9793,-,810790.89,-,92.97,-,53570,-,14.18%,-,10200,-,12200,-,1829951.84,-,69039,-,16.59%,-,84.70%,-
2019-04-25,400834,-,69628,-,5.76,-,83.79,-,42.71%,-,9524,-,10617,-,863882.6,-,90.71,-,64676,-,13.68%,-,11049,-,13036,-,1667724.44,-,79465,-,15.87%,-,85.67%,-
2019-04-26,437565,-,83546,-,5.24,-,78.17,-,44.90%,-,11423,-,12728,-,814989.48,-,71.35,-,60674,-,13.67%,-,13041,-,15385,-,1595733.28,-,73980,-,15.61%,-,86.99%,-
2019-04-27,468617,-,82350,-,5.69,-,79.68,-,42.22%,-,11412,-,12882,-,931344.0,-,81.61,-,70164,-,13.86%,-,13224,-,15810,-,1861489.78,-,86418,-,16.06%,-,85.62%,-
2019-04-28,533085,-,85292,-,6.25,-,89.67,-,40.62%,-,13567,-,15123,-,1131073.8,-,83.37,-,95966,-,15.91%,-,16212,-,19441,-,2746808.8,-,129310,-,19.01%,-,83.20%,-
2019-04-29,343564,-,53991,-,6.36,-,93.25,-,40.83%,-,7517,-,8469,-,713107.68,-,94.87,-,54947,-,13.92%,-,8749,-,10557,-,1411645.28,-,66801,-,16.20%,-,84.99%,-
2019-04-30,263468,-,48503,-,5.43,-,82.83,-,44.60%,-,5420,-,6133,-,494607.4,-,91.26,-,38033,-,11.17%,-,6472,-,7848,-,986211.8,-,46645,-,13.34%,-,82.69%,-
2019-05-01,279867,-,46039,-,6.08,-,88.62,-,41.55%,-,6707,-,7599,-,500704.4,-,74.65,-,42129,-,14.57%,-,7642,-,9184,-,968995.8,-,50506,-,16.60%,-,86.99%,-
2019-05-02,254916,-,42101,-,6.05,-,86.52,-,41.86%,-,5484,-,6175,-,507718.0,-,92.58,-,35707,-,13.03%,-,6310,-,7526,-,943677.7,-,43151,-,14.99%,-,85.96%,-
2019-05-03,281849,-,59267,-,4.76,-,66.68,-,42.52%,-,5659,-,6348,-,429300.7,-,75.86,-,37444,-,9.55%,-,6451,-,7661,-,825898.8,-,44693,-,10.88%,-,87.04%,-
2019-05-04,272148,-,55682,-,4.89,-,70.12,-,43.59%,-,5801,-,6572,-,438809.6,-,75.64,-,37131,-,10.42%,-,6607,-,7954,-,862512.1,-,44694,-,11.87%,-,86.98%,-
2019-05-05,338728,-,61705,-,5.49,-,86.97,-,40.78%,-,6447,-,7379,-,638282.6,-,99.0,-,39671,-,10.45%,-,7501,-,9160,-,1183030.7,-,48763,-,12.16%,-,85.32%,-
2019-05-06,475168,-,70344,-,6.75,-,99.23,-,35.51%,-,10797,-,12202,-,954942.8,-,88.45,-,71643,-,15.35%,-,12426,-,14868,-,1761074.8,-,86933,-,17.66%,-,86.48%,-
2019-05-07,549203,-,82388,-,6.67,-,94.25,-,36.81%,-,12248,-,13855,-,1115972.95,-,91.11,-,83607,-,14.87%,-,14334,-,17208,-,2198587.75,-,103912,-,17.40%,-,84.87%,-
2019-05-08,385499,-,62340,-,6.18,-,96.67,-,39.66%,-,8949,-,10141,-,804346.8,-,89.88,-,54222,-,14.36%,-,10295,-,12397,-,1476244.7,-,66699,-,16.51%,-,86.11%,-
2019-05-09,264799,-,48316,-,5.48,-,84.88,-,43.07%,-,5732,-,6535,-,510228.75,-,89.01,-,31564,-,11.86%,-,6679,-,8209,-,974030.75,-,39334,-,13.82%,-,85.03%,-
2019-05-10,225587,-,41651,-,5.42,-,85.33,-,43.58%,-,5352,-,6127,-,544513.88,-,101.74,-,32092,-,12.85%,-,6893,-,9447,-,3284655.8,-,90456,-,16.55%,-,77.02%,-
2019-05-11,218776,-,41341,-,5.29,-,80.26,-,44.04%,-,5799,-,6499,-,504620.69,-,87.02,-,34490,-,14.03%,-,6553,-,7887,-,881054.96,-,41180,-,15.85%,-,88.05%,-
2019-05-12,225219,-,42486,-,5.3,-,80.11,-,43.75%,-,5803,-,6512,-,440150.76,-,75.85,-,34413,-,13.66%,-,6584,-,7907,-,827893.78,-,41169,-,15.50%,-,87.64%,-
2019-05-13,270746,-,55542,-,4.87,-,81.16,-,45.84%,-,6530,-,7582,-,572313.56,-,87.64,-,34634,-,11.76%,-,7828,-,9774,-,1173819.37,-,44075,-,14.09%,-,82.86%,-
2019-05-14,233191,-,47993,-,4.86,-,79.57,-,45.56%,-,5511,-,6237,-,509540.98,-,92.46,-,30879,-,11.48%,-,6758,-,8034,-,890771.69,-,37635,-,14.08%,-,80.72%,-
2019-05-15,235227,-,48589,-,4.84,-,78.94,-,47.08%,-,5343,-,6015,-,489453.25,-,91.61,-,29745,-,11.00%,-,6636,-,8530,-,1581669.93,-,50324,-,13.66%,-,79.66%,-
2019-05-16,580236,-,123182,-,4.71,-,79.71,-,49.38%,-,9452,-,10599,-,866840.22,-,91.71,-,64951,-,7.67%,-,11261,-,13472,-,2280648.59,-,87727,-,9.14%,-,83.59%,-
2019-05-17,339507,-,58252,-,5.83,-,87.57,-,41.06%,-,9319,-,11064,-,979420.25,-,105.1,-,68243,-,16.00%,-,10981,-,13927,-,2266507.23,-,89581,-,18.85%,-,84.32%,-
2019-05-18,306572,-,54273,-,5.65,-,83.22,-,43.35%,-,7953,-,8912,-,622157.43,-,78.23,-,54506,-,14.65%,-,9228,-,10972,-,1289179.81,-,65716,-,17.00%,-,85.52%,-
2019-05-19,321653,-,75139,-,4.28,-,67.4,-,47.74%,-,8882,-,9795,-,535596.76,-,60.3,-,35130,-,11.82%,-,10102,-,11812,-,986317.86,-,42503,-,13.44%,-,87.26%,-
2019-05-20,301455,-,59438,-,5.07,-,82.54,-,44.31%,-,7587,-,8537,-,704522.17,-,92.86,-,44294,-,12.76%,-,8901,-,10651,-,1433081.45,-,58123,-,14.98%,-,84.53%,-
2019-05-21,254317,-,48422,-,5.25,-,84.11,-,42.92%,-,6861,-,7836,-,640747.39,-,93.39,-,39904,-,14.17%,-,7896,-,9475,-,1174272.37,-,48805,-,16.31%,-,86.23%,-
2019-05-22,205406,-,40546,-,5.07,-,81.89,-,43.79%,-,4843,-,5556,-,452511.72,-,93.44,-,26587,-,11.94%,-,5629,-,6787,-,793922.19,-,32517,-,13.88%,-,85.40%,-
2019-05-23,205258,-,43642,-,4.7,-,78.66,-,45.81%,-,4549,-,5258,-,400353.28,-,88.01,-,22535,-,10.42%,-,5279,-,6465,-,740581.69,-,27346,-,12.10%,-,85.58%,-
2019-05-24,215873,-,45767,-,4.72,-,75.37,-,44.07%,-,4561,-,5097,-,364041.03,-,79.82,-,19479,-,9.97%,-,5433,-,6475,-,730517.56,-,28284,-,11.87%,-,83.40%,-
2019-05-25,275881,-,47906,-,5.76,-,83.64,-,40.58%,-,6608,-,7397,-,474593.91,-,71.82,-,41614,-,13.79%,-,7789,-,9418,-,1010214.36,-,51843,-,16.26%,-,84.52%,-
2019-05-26,228706,-,44937,-,5.09,-,76.6,-,43.72%,-,5229,-,5832,-,348625.49,-,66.67,-,22602,-,11.64%,-,6033,-,7152,-,632167.85,-,27206,-,13.43%,-,85.83%,-
2019-05-27,290814,-,63556,-,4.58,-,76.62,-,43.38%,-,7436,-,8639,-,584629.69,-,78.62,-,29680,-,11.70%,-,8673,-,10640,-,1144048.56,-,38137,-,13.65%,-,85.41%,-
2019-05-28,327557,-,68477,-,4.78,-,79.5,-,46.39%,-,7529,-,8754,-,734039.67,-,97.5,-,43027,-,10.99%,-,8901,-,10989,-,1509105.79,-,55872,-,13.00%,-,83.95%,-
2019-05-29,257591,-,50425,-,5.11,-,83.7,-,43.27%,-,6678,-,7764,-,542086.71,-,81.17,-,33936,-,13.24%,-,7720,-,9517,-,1132516.26,-,42447,-,15.31%,-,85.89%,-
2019-05-30,245367,-,48240,-,5.09,-,83.64,-,43.99%,-,5801,-,6733,-,520597.27,-,89.74,-,28540,-,12.03%,-,6931,-,8604,-,1092494.91,-,36511,-,14.37%,-,83.08%,-
2019-05-31,267641,-,56088,-,4.77,-,79.91,-,40.73%,-,5379,-,6214,-,513908.92,-,95.54,-,25013,-,9.59%,-,6595,-,8255,-,1204219.95,-,34843,-,11.76%,-,80.80%,-
2019-06-01,401889,-,73064,-,5.5,-,80.48,-,39.70%,-,9398,-,10808,-,824957.4,-,87.78,-,64101,-,12.86%,-,10841,-,13504,-,1552364.05,-,77562,-,14.84%,-,86.29%,-
2019-06-02,367672,-,71377,-,5.15,-,78.14,-,44.63%,-,8850,-,10054,-,668848.13,-,75.58,-,54678,-,12.40%,-,10216,-,12487,-,1338543.64,-,66540,-,14.31%,-,86.14%,-
2019-06-03,290043,-,60558,-,4.79,-,79.95,-,45.05%,-,6322,-,7267,-,611617.81,-,96.74,-,32233,-,10.44%,-,7967,-,9796,-,1965740.29,-,52199,-,13.16%,-,78.57%,-
2019-06-04,281014,-,54429,-,5.16,-,83.92,-,43.16%,-,6999,-,7945,-,531797.77,-,75.98,-,35941,-,12.86%,-,8061,-,9828,-,1016478.56,-,44302,-,14.81%,-,86.16%,-
2019-06-05,291068,-,56504,-,5.15,-,85.66,-,45.77%,-,7130,-,8043,-,570286.26,-,79.98,-,40117,-,12.62%,-,8374,-,10163,-,1150534.86,-,50389,-,14.82%,-,84.39%,-
2019-06-06,252675,-,53863,-,4.69,-,77.5,-,49.51%,-,6338,-,7056,-,411906.59,-,64.99,-,31139,-,11.77%,-,7527,-,8987,-,849861.45,-,38904,-,13.97%,-,83.34%,-
2019-06-07,241383,-,51370,-,4.7,-,72.58,-,48.77%,-,5538,-,6242,-,402217.99,-,72.63,-,31694,-,10.78%,-,6607,-,8009,-,802302.82,-,39557,-,12.86%,-,83.00%,-
2019-06-08,221057,-,46021,-,4.8,-,72.82,-,48.46%,-,5998,-,6716,-,415694.95,-,69.31,-,36928,-,13.03%,-,6919,-,8255,-,810128.66,-,44773,-,15.03%,-,85.46%,-
2019-06-09,188243,-,40319,-,4.67,-,74.49,-,50.01%,-,4580,-,5056,-,280003.24,-,61.14,-,22604,-,11.36%,-,5269,-,6238,-,537961.87,-,27668,-,13.07%,-,85.54%,-
2019-06-10,231430,-,44734,-,5.17,-,85.4,-,47.68%,-,6053,-,6747,-,408866.8,-,67.55,-,32625,-,13.53%,-,6901,-,8219,-,767137.2,-,39532,-,15.43%,-,86.78%,-
2019-06-11,297257,-,67019,-,4.44,-,77.33,-,51.41%,-,11202,-,12031,-,644274.84,-,57.51,-,41091,-,16.71%,-,12549,-,14381,-,1080840.39,-,49389,-,18.72%,-,88.56%,-
2019-06-12,346840,-,77597,-,4.47,-,75.93,-,48.89%,-,10951,-,11887,-,695222.65,-,63.48,-,48130,-,14.11%,-,13683,-,15733,-,1291093.77,-,60484,-,17.63%,-,79.31%,-
2019-06-13,570818,-,119594,-,4.77,-,74.59,-,47.48%,-,15826,-,17633,-,1189603.0,-,75.17,-,101533,-,13.23%,-,18986,-,22783,-,2866292.79,-,131306,-,15.88%,-,80.81%,-
2019-06-14,358515,-,67843,-,5.28,-,82.64,-,45.32%,-,9026,-,10271,-,733416.79,-,81.26,-,57359,-,13.30%,-,11018,-,13621,-,1887227.8,-,76516,-,16.24%,-,79.41%,-
2019-06-15,337175,-,61132,-,5.52,-,87.11,-,45.73%,-,6315,-,7187,-,515714.45,-,81.67,-,40230,-,10.33%,-,7389,-,8956,-,1026239.12,-,49927,-,12.09%,-,84.37%,-
2019-06-16,694433,-,117849,-,5.89,-,82.99,-,43.55%,-,16279,-,18624,-,1448734.37,-,88.99,-,139005,-,13.81%,-,19077,-,23369,-,3190581.38,-,172701,-,16.19%,-,85.02%,-
2019-06-17,765386,-,121823,-,6.28,-,94.51,-,41.75%,-,14684,-,16826,-,1314738.92,-,89.54,-,130772,-,12.05%,-,17162,-,20888,-,2764662.96,-,159339,-,14.09%,-,84.82%,-
2019-06-18,1520185,-,224437,-,6.77,-,99.69,-,39.44%,-,41963,-,49547,-,4225961.33,-,100.71,-,373722,-,18.70%,-,47689,-,60207,-,8169807.81,-,449695,-,21.25%,-,87.81%,-
2019-06-19,535209,-,100077,-,5.35,-,85.13,-,43.01%,-,13837,-,15692,-,1021892.69,-,73.85,-,80458,-,13.83%,-,16019,-,19445,-,2137722.15,-,100383,-,16.01%,-,85.35%,-
2019-06-20,351864,-,67600,-,5.21,-,83.95,-,44.57%,-,8294,-,9139,-,667804.8,-,80.52,-,40955,-,12.27%,-,9646,-,11290,-,1212320.43,-,50706,-,14.27%,-,85.05%,-
2019-06-21,260346,-,50460,-,5.16,-,83.03,-,44.95%,-,5573,-,6278,-,440048.37,-,78.96,-,31450,-,11.04%,-,6537,-,7911,-,909202.38,-,39920,-,12.95%,-,84.15%,-
2019-06-22,233117,-,43303,-,5.38,-,86.09,-,44.38%,-,5531,-,6222,-,369538.58,-,66.81,-,28220,-,12.77%,-,6395,-,7616,-,741547.39,-,35007,-,14.77%,-,85.85%,-
2019-06-23,195388,-,37931,-,5.15,-,81.22,-,45.42%,-,4447,-,5025,-,315789.39,-,71.01,-,23818,-,11.72%,-,5131,-,6198,-,592645.71,-,29076,-,13.53%,-,86.16%,-
2019-06-24,218692,-,40977,-,5.34,-,91.7,-,44.58%,-,5200,-,5918,-,434266.62,-,83.51,-,28714,-,12.69%,-,5933,-,7205,-,760725.09,-,34906,-,14.48%,-,87.26%,-
2019-06-25,195311,-,38276,-,5.1,-,88.0,-,45.61%,-,4845,-,5549,-,345268.38,-,71.26,-,24656,-,12.66%,-,5551,-,6744,-,620558.98,-,29862,-,14.50%,-,86.83%,-
2019-06-26,209040,-,37654,-,5.55,-,90.82,-,43.30%,-,5104,-,5821,-,376276.39,-,73.72,-,27289,-,13.56%,-,5801,-,7040,-,682823.99,-,33187,-,15.41%,-,87.62%,-
2019-06-27,218263,-,39664,-,5.5,-,88.72,-,43.59%,-,5114,-,5867,-,392926.46,-,76.83,-,28844,-,12.89%,-,6021,-,7368,-,892619.5,-,37240,-,15.18%,-,84.62%,-
2019-06-28,175500,-,35758,-,4.91,-,81.07,-,47.37%,-,4006,-,4524,-,281594.4,-,70.29,-,20324,-,11.20%,-,4730,-,5682,-,634610.07,-,26398,-,13.23%,-,84.33%,-
2019-06-29,212721,-,41492,-,5.13,-,81.53,-,46.96%,-,4986,-,5550,-,363718.14,-,72.95,-,27988,-,12.02%,-,5719,-,6756,-,687367.04,-,34516,-,13.78%,-,87.01%,-
2019-06-30,215607,-,39942,-,5.4,-,84.27,-,45.42%,-,5164,-,5698,-,377847.93,-,73.17,-,29448,-,12.93%,-,5935,-,6960,-,718579.65,-,36341,-,14.86%,-,86.66%,-
2019-07-01,274656,-,51533,-,5.33,-,89.52,-,45.89%,-,7726,-,8638,-,522495.35,-,67.63,-,39569,-,14.99%,-,8846,-,10373,-,1000183.45,-,48800,-,17.17%,-,86.98%,-
2019-07-02,239899,-,48032,-,4.99,-,87.06,-,47.25%,-,6426,-,7313,-,466359.91,-,72.57,-,31563,-,13.38%,-,7294,-,8819,-,942692.33,-,39560,-,15.19%,-,87.57%,-
2019-07-03,261615,-,45383,-,5.76,-,93.79,-,44.15%,-,6054,-,7033,-,505030.32,-,83.42,-,45050,-,13.34%,-,6862,-,8409,-,983976.12,-,54777,-,15.12%,-,87.79%,-
2019-07-04,251385,-,42152,-,5.96,-,92.21,-,44.29%,-,5743,-,6590,-,507565.8,-,88.38,-,49294,-,13.62%,-,6832,-,8313,-,1157010.67,-,61571,-,16.21%,-,83.45%,-
2019-07-05,223463,-,37000,-,6.04,-,92.82,-,43.69%,-,4881,-,5542,-,431085.89,-,88.32,-,41886,-,13.19%,-,5745,-,6942,-,921255.84,-,51535,-,15.53%,-,84.40%,-
2019-07-06,198970,-,37247,-,5.34,-,82.71,-,45.05%,-,4271,-,4872,-,348837.87,-,81.68,-,26617,-,11.47%,-,4893,-,5901,-,644497.63,-,32269,-,13.14%,-,86.45%,-
2019-07-07,202426,-,37256,-,5.43,-,84.05,-,45.68%,-,4588,-,5200,-,371537.24,-,80.98,-,27771,-,12.31%,-,5192,-,6278,-,678571.35,-,33579,-,13.94%,-,87.92%,-
2019-07-08,442115,-,93222,-,4.74,-,80.19,-,47.10%,-,7498,-,8576,-,640955.93,-,85.48,-,49845,-,8.04%,-,8585,-,10399,-,1211391.34,-,60432,-,9.21%,-,87.08%,-
2019-07-09,248991,-,43463,-,5.73,-,89.56,-,43.78%,-,5096,-,5778,-,450145.66,-,88.33,-,35866,-,11.72%,-,5930,-,7084,-,878768.59,-,43874,-,13.64%,-,85.30%,-
2019-07-10,362279,-,66693,-,5.43,-,91.09,-,45.14%,-,8134,-,9166,-,689099.35,-,84.72,-,60334,-,12.20%,-,9266,-,11069,-,1298595.92,-,72387,-,13.89%,-,87.42%,-
2019-07-11,560586,-,172161,-,3.26,-,44.12,-,71.06%,-,10838,-,12133,-,1132005.69,-,104.45,-,92626,-,6.30%,-,12339,-,14642,-,2050529.84,-,110617,-,7.17%,-,87.26%,-
2019-07-12,244609,-,51453,-,4.75,-,79.6,-,45.96%,-,4581,-,5189,-,369852.7,-,80.74,-,28813,-,8.90%,-,5735,-,6816,-,830126.51,-,36496,-,11.15%,-,78.62%,-
2019-07-13,220251,-,40623,-,5.42,-,87.21,-,44.27%,-,4738,-,5479,-,392475.46,-,82.84,-,28894,-,11.66%,-,5469,-,6733,-,759779.09,-,35601,-,13.46%,-,86.27%,-
2019-07-14,203441,-,37228,-,5.46,-,85.39,-,43.39%,-,4476,-,5188,-,368221.68,-,82.27,-,28156,-,12.02%,-,5130,-,6337,-,694446.1,-,34591,-,13.78%,-,86.88%,-
2019-07-15,252483,-,46454,-,5.44,-,85.64,-,46.57%,-,5679,-,6541,-,485278.17,-,85.45,-,45586,-,12.22%,-,6814,-,8317,-,1191978.54,-,59781,-,14.67%,-,83.02%,-
2019-07-16,315328,-,63613,-,4.96,-,74.7,-,48.47%,-,6701,-,7531,-,546343.02,-,81.53,-,53282,-,10.53%,-,8191,-,9793,-,1343599.71,-,67382,-,12.88%,-,81.32%,-
2019-07-17,276796,-,53733,-,5.15,-,83.01,-,47.97%,-,6618,-,7435,-,525356.46,-,79.38,-,42416,-,12.32%,-,7571,-,9035,-,1005234.61,-,51677,-,14.09%,-,86.83%,-
2019-07-18,252452,-,47629,-,5.3,-,84.26,-,47.27%,-,5701,-,6464,-,496448.39,-,87.08,-,41154,-,11.97%,-,6676,-,8023,-,1089520.17,-,51687,-,14.02%,-,84.77%,-
2019-07-19,201417,-,38077,-,5.29,-,86.71,-,45.33%,-,4284,-,4896,-,344868.1,-,80.5,-,25735,-,11.25%,-,5033,-,6156,-,712827.1,-,32977,-,13.22%,-,84.56%,-
2019-07-20,201273,-,35388,-,5.69,-,88.03,-,44.31%,-,4242,-,4927,-,339844.17,-,80.11,-,26397,-,11.99%,-,4891,-,6048,-,633007.69,-,32541,-,13.82%,-,86.26%,-
2019-07-21,199623,-,35163,-,5.68,-,86.46,-,44.13%,-,4315,-,4926,-,341225.82,-,79.08,-,26833,-,12.27%,-,4957,-,6002,-,626872.96,-,32554,-,14.10%,-,86.65%,-
2019-07-22,207705,-,40335,-,5.15,-,80.89,-,47.03%,-,4999,-,5680,-,377989.0,-,75.61,-,27523,-,12.39%,-,5840,-,7052,-,737455.72,-,35031,-,14.48%,-,85.24%,-
2019-07-23,204538,-,39810,-,5.14,-,79.44,-,47.16%,-,4655,-,5213,-,341310.41,-,73.32,-,24849,-,11.69%,-,5446,-,6478,-,643060.68,-,30747,-,13.68%,-,84.78%,-
2019-07-24,198095,-,38716,-,5.12,-,79.45,-,47.18%,-,4471,-,5032,-,353528.1,-,79.07,-,25006,-,11.55%,-,5215,-,6240,-,690657.54,-,31458,-,13.47%,-,85.20%,-
2019-07-25,212390,-,38380,-,5.53,-,83.17,-,45.54%,-,4677,-,5225,-,383051.76,-,81.9,-,34634,-,12.19%,-,5412,-,6419,-,758716.68,-,42437,-,14.10%,-,85.88%,-
2019-07-26,249520,-,43503,-,5.74,-,83.11,-,44.19%,-,5801,-,6497,-,495693.69,-,85.45,-,48257,-,13.33%,-,6660,-,7969,-,966412.59,-,58383,-,15.31%,-,86.68%,-
2019-07-27,251958,-,44279,-,5.69,-,81.04,-,46.01%,-,5445,-,6174,-,483456.5,-,88.79,-,45641,-,12.30%,-,6278,-,7601,-,912789.73,-,54607,-,14.18%,-,86.11%,-
2019-07-28,428570,-,84573,-,5.07,-,77.38,-,49.14%,-,6894,-,7814,-,633137.3,-,91.84,-,62059,-,8.15%,-,7892,-,9433,-,1175081.9,-,73568,-,9.33%,-,86.77%,-
2019-07-29,278805,-,45739,-,6.1,-,84.36,-,42.19%,-,6734,-,7557,-,633513.73,-,94.08,-,60692,-,14.72%,-,7710,-,9157,-,1202132.13,-,72804,-,16.86%,-,86.89%,-
2019-07-30,274836,-,49333,-,5.57,-,83.59,-,44.65%,-,6001,-,6703,-,522384.11,-,87.05,-,44044,-,12.16%,-,6898,-,8160,-,958348.49,-,52850,-,13.98%,-,86.49%,-
2019-07-31,245561,-,42343,-,5.8,-,85.55,-,43.44%,-,5356,-,6187,-,474824.35,-,88.65,-,40814,-,12.65%,-,6099,-,7524,-,859424.4,-,49013,-,14.40%,-,87.24%,-
2019-08-01,236717,-,42833,-,5.53,-,84.67,-,43.82%,-,4725,-,5397,-,365287.45,-,77.31,-,26011,-,11.03%,-,5418,-,6511,-,664605.75,-,31228,-,12.65%,-,86.18%,-
2019-08-02,246410,-,44915,-,5.49,-,85.24,-,45.08%,-,5025,-,5745,-,407329.24,-,81.06,-,31202,-,11.19%,-,5796,-,6966,-,733600.21,-,37269,-,12.90%,-,86.25%,-
2019-08-03,269298,-,42815,-,6.29,-,91.05,-,42.47%,-,5374,-,6167,-,467227.94,-,86.94,-,39717,-,12.55%,-,6115,-,7495,-,870686.46,-,47616,-,14.28%,-,87.57%,-
2019-08-04,251614,-,41145,-,6.12,-,85.9,-,42.05%,-,5201,-,5959,-,475655.58,-,91.45,-,38033,-,12.64%,-,5904,-,7175,-,836848.09,-,45176,-,14.35%,-,87.53%,-
2019-08-05,303653,-,48614,-,6.25,-,87.34,-,42.20%,-,7459,-,8435,-,697884.76,-,93.56,-,62075,-,15.34%,-,8424,-,10104,-,1232116.17,-,73224,-,17.33%,-,88.12%,-
2019-08-06,278007,-,45225,-,6.15,-,89.77,-,42.76%,-,5797,-,6595,-,526002.83,-,90.74,-,42151,-,12.82%,-,6633,-,8055,-,946405.69,-,50309,-,14.67%,-,86.76%,-
2019-08-07,280491,-,47028,-,5.96,-,88.36,-,42.43%,-,5648,-,6509,-,534243.33,-,94.59,-,42055,-,12.01%,-,6470,-,7876,-,948007.54,-,50039,-,13.76%,-,86.85%,-
2019-08-08,334068,-,57902,-,5.77,-,88.12,-,41.65%,-,9031,-,10331,-,767961.31,-,85.04,-,64834,-,15.60%,-,10247,-,12391,-,1395567.95,-,76670,-,17.70%,-,87.82%,-
2019-08-09,353947,-,55532,-,6.37,-,93.06,-,39.71%,-,8441,-,9801,-,806889.19,-,95.59,-,72053,-,15.20%,-,9661,-,11808,-,1488428.41,-,85810,-,17.40%,-,86.80%,-
2019-08-10,340024,-,51851,-,6.56,-,93.68,-,39.76%,-,7534,-,8653,-,696804.25,-,92.49,-,59372,-,14.53%,-,8602,-,10510,-,1278908.67,-,71313,-,16.59%,-,87.18%,-
2019-08-11,346475,-,51468,-,6.73,-,91.69,-,38.43%,-,7816,-,9062,-,750353.48,-,96.0,-,67191,-,15.19%,-,8840,-,10863,-,1346142.37,-,79559,-,17.18%,-,88.01%,-
2019-08-12,303386,-,49603,-,6.12,-,90.56,-,41.76%,-,6081,-,7078,-,552214.84,-,90.81,-,46375,-,12.26%,-,6957,-,8560,-,981805.15,-,54532,-,14.03%,-,86.91%,-
2019-08-13,320596,-,54353,-,5.9,-,86.75,-,41.59%,-,6338,-,7291,-,569174.05,-,89.8,-,45081,-,11.66%,-,7344,-,8886,-,1064050.16,-,53786,-,13.51%,-,85.91%,-
2019-08-14,277675,-,57743,-,4.81,-,81.87,-,48.11%,-,6055,-,6868,-,504414.64,-,83.31,-,34192,-,10.49%,-,7463,-,8895,-,964956.05,-,41541,-,12.92%,-,80.50%,-
2019-08-15,273591,-,58615,-,4.67,-,79.09,-,47.44%,-,6245,-,6969,-,459506.76,-,73.58,-,32611,-,10.65%,-,7466,-,8800,-,870621.54,-,39846,-,12.74%,-,83.19%,-
2019-08-16,273650,-,51725,-,5.29,-,85.8,-,45.57%,-,6228,-,7051,-,502679.33,-,80.71,-,39702,-,12.04%,-,7214,-,8570,-,936194.24,-,47759,-,13.95%,-,85.74%,-
2019-08-17,252584,-,46505,-,5.43,-,83.12,-,44.30%,-,5410,-,6216,-,474620.35,-,87.73,-,36423,-,11.63%,-,6308,-,7670,-,896916.32,-,44168,-,13.56%,-,85.38%,-
2019-08-18,362603,-,60829,-,5.96,-,85.33,-,42.24%,-,8964,-,10555,-,916861.14,-,102.28,-,79349,-,14.74%,-,10370,-,12830,-,1630280.68,-,94354,-,17.05%,-,86.22%,-
2019-08-19,301887,-,48568,-,6.22,-,88.64,-,41.72%,-,7247,-,8600,-,751137.91,-,103.65,-,63780,-,14.92%,-,8309,-,10396,-,1379907.54,-,76702,-,17.11%,-,86.75%,-
2019-08-20,333541,-,55594,-,6.0,-,91.63,-,42.48%,-,8260,-,9696,-,872357.55,-,105.61,-,65425,-,14.86%,-,9457,-,11697,-,1612212.8,-,79283,-,17.01%,-,87.03%,-
2019-08-21,290627,-,52083,-,5.58,-,86.96,-,43.90%,-,6815,-,8054,-,704517.94,-,103.38,-,50158,-,13.08%,-,7771,-,9691,-,1218412.84,-,59444,-,14.92%,-,87.25%,-
2019-08-22,277315,-,51546,-,5.38,-,83.87,-,45.45%,-,6636,-,7905,-,643738.02,-,97.01,-,44560,-,12.87%,-,7532,-,9422,-,1154268.39,-,52985,-,14.61%,-,87.53%,-
2019-08-23,254266,-,51111,-,4.97,-,79.26,-,47.35%,-,6514,-,7633,-,629643.05,-,96.66,-,40624,-,12.74%,-,7386,-,9076,-,1086772.06,-,47938,-,14.45%,-,87.63%,-
